service_type,service_subtype,district,month,source_system,sla_hours,out_of_hours,accessibility_need,duplicate_signal,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
waste,container_request,Chelmsford,5,teams_referral,240,False,False,False,2,2,False,medium,in_person,garden waste subscription question; officer should check supporting evidence,low
waste,fly_tipping,Basildon,1,web_form,8,False,False,False,7,3,False,high,web,fly tipping case from web form,medium
adult_social_care,blue_badge_or_mobility,Tendring,1,shared_mailbox,8,False,True,False,8,3,True,high,email,resident in Tendring reports resident left without support,high
council_tax,recovery_or_summons,Basildon,2,shared_mailbox,336,False,False,False,4,1,False,high,email,resident in Basildon reports single person discount update,low
children_services,send_support,Braintree,12,web_form,48,False,False,False,6,1,True,medium,web,school transport issue; officer should check supporting evidence; linked case may exist,medium
children_services,school_admission,Chelmsford,5,case_portal,24,False,False,False,6,4,True,medium,in_person,school admission case from case portal; linked case may exist,high
highways,permit_or_roadworks,Colchester,6,web_form,336,False,False,False,7,1,False,medium,web,minor pothole report; officer should check supporting evidence,low
council_tax,bill_query,Maldon,2,web_form,336,False,False,False,1,0,False,low,web,moving home notification; previous contact history needs review; resident asks for reasonable adjustment,low
adult_social_care,care_package_breakdown,Colchester,11,contact_centre,120,False,False,False,11,6,True,medium,phone,carer is struggling; officer should check supporting evidence,high
children_services,early_help,Braintree,2,contact_centre,24,False,False,False,6,5,False,high,phone,safeguarding concern for child; previous contact history needs review,high
council_tax,discount_or_exemption,Epping Forest,11,case_portal,168,False,False,False,5,0,False,medium,in_person,single person discount update; previous contact history needs review,low
adult_social_care,care_package_breakdown,Epping Forest,10,contact_centre,72,False,False,False,6,2,False,medium,phone,care package breakdown case from contact centre,medium
adult_social_care,blue_badge_or_mobility,Brentwood,5,contact_centre,240,False,False,False,2,1,False,low,phone,care charge question; previous contact history needs review; linked case may exist,low
benefits,housing_benefit_query,Chelmsford,8,web_form,168,False,False,False,2,0,False,medium,web,request for update; previous contact history needs review,low
children_services,early_help,Rochford,5,case_portal,8,False,False,False,3,1,False,low,web,resident in Rochford reports family crisis today,medium
children_services,family_support,Epping Forest,3,contact_centre,168,False,False,False,9,1,False,medium,phone,school transport issue; previous contact history needs review; resident asks for reasonable adjustment,medium
waste,clinical_or_special_waste,Castle Point,4,contact_centre,24,True,False,False,7,6,True,medium,phone,hazardous fly tipping; previous contact history needs review,high
children_services,safeguarding_child,Colchester,4,contact_centre,24,False,False,False,7,1,True,medium,phone,school admission query; officer should check supporting evidence,high
highways,pothole_or_carriageway,Basildon,12,shared_mailbox,168,False,False,False,5,3,False,high,email,minor pothole report; previous contact history needs review; resident asks for reasonable adjustment,low
housing,neighbourhood_nuisance,Uttlesford,3,shared_mailbox,72,False,False,False,8,0,False,low,email,resident in Uttlesford reports repair delay,low
highways,street_lighting,Colchester,8,case_portal,8,False,False,False,5,4,False,medium,in_person,resident in Colchester reports blocked emergency access,high
housing,routine_repair_update,Colchester,9,shared_mailbox,48,False,False,False,12,2,True,medium,email,temporary accommodation query; officer should check supporting evidence; resident asks for reasonable adjustment,medium
children_services,school_transport,Castle Point,4,shared_mailbox,48,False,False,False,1,1,True,medium,email,safeguarding concern for child; officer should check supporting evidence,high
children_services,early_help,Harlow,5,shared_mailbox,336,False,False,False,2,4,True,high,email,early help case from shared mailbox,medium
housing,homelessness_prevention,Chelmsford,12,contact_centre,336,False,False,False,8,1,True,medium,phone,homelessness prevention case from contact centre; resident asks for reasonable adjustment,high
highways,winter_or_obstruction,Harlow,2,case_portal,24,False,False,False,13,3,False,high,web,traffic lights failed; officer should check supporting evidence; resident asks for reasonable adjustment,medium
highways,footway_defect,Chelmsford,4,contact_centre,72,True,False,True,0,2,False,medium,phone,large pothole reported twice; officer should check supporting evidence,medium
children_services,early_help,Tendring,2,contact_centre,4,False,False,False,9,3,True,high,phone,safeguarding concern for child; officer should check supporting evidence,high
housing,no_heating_or_hot_water,Chelmsford,8,case_portal,168,False,False,False,8,0,True,medium,web,routine repair question; previous contact history needs review; resident asks for reasonable adjustment,medium
highways,street_lighting,Colchester,12,shared_mailbox,168,False,False,False,12,3,False,medium,email,street light out on footpath; officer should check supporting evidence; linked case may exist,low
housing,neighbourhood_nuisance,Harlow,7,web_form,8,False,True,False,6,3,True,high,web,neighbourhood nuisance case from web form,high
waste,missed_collection,Basildon,10,web_form,72,False,False,False,6,1,False,medium,web,resident in Basildon reports bin collection dispute; resident asks for reasonable adjustment,low
council_tax,single_person_discount,Epping Forest,3,shared_mailbox,120,False,False,True,2,2,False,medium,email,single person discount case from shared mailbox; linked case may exist,low
adult_social_care,financial_assessment,Chelmsford,5,case_portal,120,False,False,False,10,0,False,medium,web,financial assessment case from case portal,low
benefits,cost_of_living_support,Tendring,12,case_portal,120,False,False,False,0,2,True,high,in_person,benefit calculation query; officer should check supporting evidence,medium
benefits,housing_benefit_query,Tendring,10,contact_centre,24,True,False,False,14,5,False,high,phone,no money for food; previous contact history needs review; linked case may exist,high
children_services,send_support,Tendring,5,contact_centre,48,False,False,False,5,8,True,high,phone,send support case from contact centre,high
council_tax,bill_query,Basildon,5,contact_centre,168,False,False,False,7,6,False,high,phone,resident in Basildon reports bill dispute repeated,medium
housing,routine_repair_update,Harlow,9,case_portal,336,False,False,False,4,5,False,high,web,routine repair question; previous contact history needs review,medium
benefits,discretionary_payment,Harlow,1,contact_centre,48,False,False,False,10,1,False,high,phone,discretionary payment case from contact centre; resident asks for reasonable adjustment,medium
children_services,send_support,Epping Forest,3,case_portal,8,False,False,False,11,5,True,medium,in_person,resident in Epping Forest reports family crisis today; linked case may exist,high
housing,damp_mould_or_disrepair,Uttlesford,3,case_portal,168,False,False,False,14,1,False,low,web,resident in Uttlesford reports general housing enquiry,low
highways,flooding_or_drainage,Colchester,11,shared_mailbox,24,True,False,False,9,1,False,medium,email,flooding or drainage case from shared mailbox,medium
housing,damp_mould_or_disrepair,Chelmsford,12,contact_centre,8,False,False,False,9,4,False,medium,phone,resident in Chelmsford reports homelessness; resident asks for reasonable adjustment,high
highways,pothole_or_carriageway,Harlow,1,contact_centre,48,False,False,False,0,0,False,high,phone,large pothole reported twice; previous contact history needs review,low
housing,no_heating_or_hot_water,Tendring,11,web_form,48,False,False,False,13,2,False,medium,web,resident in Tendring reports repeat repair; resident asks for reasonable adjustment,medium
housing,homelessness_prevention,Braintree,8,web_form,168,False,False,False,11,5,False,low,web,homelessness prevention case from web form; linked case may exist,high
housing,no_heating_or_hot_water,Chelmsford,3,case_portal,336,False,False,False,2,2,False,medium,in_person,resident in Chelmsford reports general housing enquiry,medium
highways,permit_or_roadworks,Basildon,2,web_form,8,False,False,True,1,6,False,high,web,resident in Basildon reports unsafe road defect near school,high
adult_social_care,safeguarding_adult,Epping Forest,1,web_form,48,False,True,False,9,5,True,medium,web,hospital discharge risk; officer should check supporting evidence; resident asks for reasonable adjustment,high
benefits,overpayment_or_appeal,Castle Point,2,web_form,168,False,False,False,1,2,True,medium,web,benefit calculation query; previous contact history needs review,low
housing,damp_mould_or_disrepair,Tendring,5,web_form,336,False,False,False,11,2,True,high,web,routine repair question; previous contact history needs review,medium
waste,fly_tipping,Epping Forest,10,shared_mailbox,240,False,False,True,4,6,False,medium,email,container request; previous contact history needs review,low
benefits,cost_of_living_support,Epping Forest,3,contact_centre,120,False,False,False,3,1,False,medium,phone,resident in Epping Forest reports change of circumstances form,low
children_services,family_support,Braintree,12,web_form,48,False,False,False,7,1,True,medium,web,resident in Braintree reports school transport issue,medium
council_tax,single_person_discount,Chelmsford,12,shared_mailbox,48,True,False,False,1,2,False,medium,email,bill dispute repeated; officer should check supporting evidence,low
adult_social_care,financial_assessment,Uttlesford,5,contact_centre,8,False,True,False,8,2,True,low,phone,resident left without support; officer should check supporting evidence,high
children_services,early_help,Uttlesford,11,shared_mailbox,8,False,False,False,4,5,True,low,email,child missing education; officer should check supporting evidence,high
highways,pothole_or_carriageway,Colchester,11,web_form,120,False,False,True,6,3,False,medium,web,resident in Colchester reports drain blocked after rain,low
housing,routine_repair_update,Colchester,2,case_portal,48,False,False,False,13,1,True,medium,in_person,no heating; officer should check supporting evidence,high
waste,missed_collection,Colchester,6,contact_centre,8,False,False,False,2,1,False,medium,phone,clinical waste not collected; previous contact history needs review,medium
highways,winter_or_obstruction,Chelmsford,9,web_form,48,False,False,False,2,2,False,medium,web,winter or obstruction case from web form,low
council_tax,payment_plan,Chelmsford,3,teams_referral,120,False,False,False,11,3,False,medium,in_person,discount evidence supplied; previous contact history needs review,medium
benefits,change_of_circumstances,Colchester,10,web_form,48,False,False,False,10,4,True,low,web,resident in Colchester reports no money for food,medium
council_tax,recovery_or_summons,Maldon,7,contact_centre,48,False,False,False,8,8,False,medium,phone,resident in Maldon reports summons received,medium
highways,street_lighting,Brentwood,11,web_form,8,False,False,False,3,2,False,low,web,resident in Brentwood reports traffic lights failed; linked case may exist,low
children_services,school_admission,Chelmsford,2,contact_centre,336,False,False,False,8,1,True,medium,phone,school admission query; officer should check supporting evidence,medium
children_services,family_support,Epping Forest,12,case_portal,120,False,False,False,10,0,True,medium,web,resident in Epping Forest reports general family support question,medium
children_services,adoption_or_fostering,Braintree,12,contact_centre,240,False,False,False,6,0,False,medium,phone,fostering information request; officer should check supporting evidence; resident asks for reasonable adjustment,low
benefits,housing_benefit_query,Tendring,5,web_form,336,False,False,False,10,0,False,high,web,housing benefit query case from web form,low
housing,access_to_property,Castle Point,11,contact_centre,48,False,False,False,6,4,True,medium,phone,repair delay; officer should check supporting evidence,high
council_tax,payment_plan,Colchester,10,shared_mailbox,120,False,False,False,7,3,False,medium,email,payment plan needed; previous contact history needs review,low
adult_social_care,equipment_or_adaptation,Maldon,12,web_form,120,False,False,False,9,0,False,medium,web,information about support options; previous contact history needs review,low
highways,flooding_or_drainage,Braintree,2,shared_mailbox,24,False,False,True,13,6,False,medium,email,blocked emergency access; officer should check supporting evidence,high
children_services,early_help,Colchester,5,contact_centre,8,False,False,False,6,1,False,medium,phone,early help case from contact centre,medium
council_tax,recovery_or_summons,Chelmsford,11,web_form,168,False,False,False,7,1,False,medium,web,direct debit question; officer should check supporting evidence,low
benefits,housing_benefit_query,Brentwood,4,contact_centre,48,False,False,False,16,3,True,low,phone,urgent cost of living support; previous contact history needs review; resident asks for reasonable adjustment,high
housing,temporary_accommodation,Braintree,8,contact_centre,24,True,False,True,9,3,False,medium,phone,child in household; officer should check supporting evidence; linked case may exist,high
waste,assisted_collection,Basildon,5,contact_centre,336,False,False,False,4,1,False,high,phone,recycling centre opening times; previous contact history needs review,low
benefits,signposting_to_district,Colchester,4,contact_centre,8,True,False,True,7,3,False,medium,phone,signposting to district case from contact centre,medium
housing,access_to_property,Basildon,9,web_form,168,False,False,False,14,0,True,high,web,routine repair question; officer should check supporting evidence; resident asks for reasonable adjustment,medium
children_services,school_transport,Braintree,12,web_form,72,False,False,False,0,1,True,medium,web,family needs early help; officer should check supporting evidence,medium
council_tax,single_person_discount,Tendring,8,case_portal,240,False,False,False,6,0,False,high,web,moving home notification; previous contact history needs review,low
highways,footway_defect,Epping Forest,10,web_form,504,False,False,False,11,0,False,medium,web,resident in Epping Forest reports request for inspection update,low
children_services,school_admission,Braintree,9,contact_centre,168,False,False,False,7,0,False,medium,phone,school admission query; previous contact history needs review,low
highways,footway_defect,Maldon,11,case_portal,168,False,False,False,10,1,False,low,web,roadworks update; previous contact history needs review,low
adult_social_care,safeguarding_adult,Uttlesford,7,case_portal,4,False,True,False,4,0,True,medium,web,safeguarding adult case from case portal; linked case may exist,high
waste,recycling_centre_query,Castle Point,8,web_form,240,False,False,False,3,0,False,medium,web,recycling centre query case from web form; linked case may exist,low
benefits,overpayment_or_appeal,Brentwood,11,web_form,120,False,False,False,0,0,True,low,web,resident in Brentwood reports benefit calculation query; resident asks for reasonable adjustment; linked case may exist,low
housing,homelessness_prevention,Chelmsford,4,shared_mailbox,336,False,False,False,9,0,False,medium,email,resident in Chelmsford reports general housing enquiry,low
highways,flooding_or_drainage,Castle Point,2,case_portal,72,False,False,True,11,3,False,medium,web,drain blocked after rain; previous contact history needs review,medium
housing,neighbourhood_nuisance,Colchester,1,web_form,8,False,False,False,6,4,False,medium,web,resident in Colchester reports unsafe electrics,high
housing,routine_repair_update,Chelmsford,9,web_form,504,False,False,False,8,2,True,medium,web,resident in Chelmsford reports repair appointment update; linked case may exist,medium
children_services,school_transport,Tendring,10,case_portal,168,False,False,False,8,1,False,medium,in_person,school admission query; previous contact history needs review; resident asks for reasonable adjustment,medium
children_services,early_help,Tendring,11,shared_mailbox,72,False,False,False,4,1,False,high,email,SEND support delayed; previous contact history needs review,medium
waste,container_request,Epping Forest,7,contact_centre,168,False,False,False,5,0,False,medium,phone,resident in Epping Forest reports container request,low
adult_social_care,care_package_breakdown,Maldon,8,shared_mailbox,336,False,False,False,1,3,False,medium,email,care charge question; officer should check supporting evidence,medium
highways,pothole_or_carriageway,Basildon,1,web_form,24,False,False,False,9,2,False,medium,web,traffic lights failed; previous contact history needs review,low
highways,permit_or_roadworks,Colchester,3,web_form,240,False,False,False,14,1,False,medium,web,minor pothole report; previous contact history needs review,low
adult_social_care,care_package_breakdown,Tendring,7,contact_centre,8,False,False,False,9,5,True,high,phone,care package failing; officer should check supporting evidence,high
children_services,family_support,Colchester,9,shared_mailbox,48,False,False,False,0,1,True,medium,email,SEND support delayed; officer should check supporting evidence; resident asks for reasonable adjustment,medium
benefits,housing_benefit_query,Rochford,11,web_form,336,False,False,False,7,0,True,low,web,resident in Rochford reports request for update,low
council_tax,recovery_or_summons,Chelmsford,1,contact_centre,120,False,False,False,6,0,False,medium,phone,resident in Chelmsford reports single person discount update; linked case may exist,low
waste,recycling_centre_query,Chelmsford,8,web_form,168,False,False,False,2,0,False,medium,web,resident in Chelmsford reports garden waste subscription question,low
adult_social_care,equipment_or_adaptation,Braintree,4,teams_referral,24,False,False,False,0,3,True,medium,in_person,equipment or adaptation case from teams referral,high
highways,permit_or_roadworks,Chelmsford,1,shared_mailbox,504,False,False,False,9,1,False,medium,email,permit or roadworks case from shared mailbox,low
waste,assisted_collection,Chelmsford,10,web_form,240,False,False,False,5,1,False,medium,web,resident in Chelmsford reports garden waste subscription question; resident asks for reasonable adjustment,low
highways,street_lighting,Epping Forest,3,case_portal,72,False,False,False,2,3,False,medium,web,large pothole reported twice; officer should check supporting evidence; linked case may exist,low
highways,permit_or_roadworks,Maldon,12,web_form,168,False,False,False,11,1,False,high,web,large pothole reported twice; officer should check supporting evidence,low
adult_social_care,blue_badge_or_mobility,Uttlesford,3,case_portal,120,False,False,False,1,1,True,medium,in_person,blue badge or mobility case from case portal; resident asks for reasonable adjustment,medium
benefits,cost_of_living_support,Chelmsford,12,contact_centre,168,False,False,False,2,0,False,low,phone,payment delayed; officer should check supporting evidence; linked case may exist,low
council_tax,payment_plan,Colchester,6,web_form,48,False,False,False,5,0,False,medium,web,discount evidence supplied; officer should check supporting evidence,low
adult_social_care,care_package_breakdown,Castle Point,11,contact_centre,24,True,False,False,15,4,False,medium,phone,safeguarding concern; officer should check supporting evidence,high
children_services,early_help,Braintree,11,teams_referral,168,False,False,False,1,0,True,low,in_person,general family support question; officer should check supporting evidence,medium
council_tax,bill_query,Colchester,6,case_portal,168,False,False,False,6,1,False,high,in_person,discount evidence supplied; previous contact history needs review,low
council_tax,payment_plan,Basildon,10,web_form,240,False,False,False,3,0,False,high,web,resident in Basildon reports moving home notification; resident asks for reasonable adjustment; linked case may exist,low
housing,routine_repair_update,Chelmsford,5,web_form,240,False,False,False,11,1,False,medium,web,routine repair update case from web form,low
highways,footway_defect,Harlow,3,case_portal,120,False,False,False,0,0,False,high,web,footway defect case from case portal; linked case may exist,low
council_tax,single_person_discount,Chelmsford,2,web_form,336,False,False,False,3,3,False,medium,web,direct debit question; previous contact history needs review,low
children_services,send_support,Chelmsford,2,teams_referral,48,False,False,False,8,3,True,medium,in_person,send support case from teams referral; linked case may exist,high
highways,flooding_or_drainage,Uttlesford,11,case_portal,168,False,False,False,10,2,False,low,web,resident in Uttlesford reports street light out on footpath,low
highways,footway_defect,Uttlesford,5,shared_mailbox,504,False,False,False,7,1,False,low,email,request for inspection update; previous contact history needs review,low
children_services,safeguarding_child,Basildon,6,case_portal,4,False,False,False,10,0,False,high,in_person,school admission query; officer should check supporting evidence,high
council_tax,bill_query,Brentwood,7,web_form,120,False,False,True,2,5,False,low,web,bill query case from web form,low
highways,pothole_or_carriageway,Epping Forest,5,case_portal,168,False,False,False,9,0,False,medium,in_person,roadworks update; officer should check supporting evidence,low
adult_social_care,blue_badge_or_mobility,Brentwood,1,shared_mailbox,168,False,False,False,9,0,False,low,email,blue badge or mobility case from shared mailbox,low
housing,temporary_accommodation,Basildon,7,web_form,8,False,False,True,10,4,True,high,web,homelessness; previous contact history needs review; linked case may exist,high
waste,recycling_centre_query,Maldon,9,contact_centre,336,False,False,False,1,0,False,medium,phone,garden waste subscription question; previous contact history needs review,low
council_tax,payment_plan,Uttlesford,8,web_form,168,False,False,True,6,2,False,low,web,direct debit question; previous contact history needs review; resident asks for reasonable adjustment,low
adult_social_care,blue_badge_or_mobility,Castle Point,10,shared_mailbox,24,False,False,False,3,1,True,medium,email,care package failing; previous contact history needs review,high
children_services,adoption_or_fostering,Tendring,2,shared_mailbox,120,False,False,False,5,2,True,high,email,resident in Tendring reports SEND support delayed; resident asks for reasonable adjustment,medium
waste,missed_collection,Colchester,9,case_portal,120,False,False,False,4,1,False,medium,web,recycling centre opening times; officer should check supporting evidence,low
waste,garden_waste,Epping Forest,4,case_portal,120,False,False,False,7,1,False,medium,web,garden waste subscription question; previous contact history needs review,low
benefits,change_of_circumstances,Brentwood,5,shared_mailbox,4,False,False,False,6,3,True,low,email,change of circumstances case from shared mailbox,medium
benefits,signposting_to_district,Harlow,9,contact_centre,120,False,False,True,7,2,False,high,phone,request for update; officer should check supporting evidence,medium
children_services,family_support,Colchester,9,contact_centre,120,False,False,False,4,0,False,medium,phone,general family support question; previous contact history needs review; linked case may exist,medium
benefits,evidence_request,Basildon,9,case_portal,24,False,False,False,4,4,False,high,web,evidence request case from case portal,medium
highways,pothole_or_carriageway,Rochford,11,web_form,336,False,False,False,6,1,False,low,web,pothole or carriageway case from web form,low
housing,access_to_property,Colchester,11,shared_mailbox,48,False,True,True,15,6,True,medium,email,no heating; previous contact history needs review,high
waste,recycling_centre_query,Braintree,9,shared_mailbox,240,False,False,False,5,1,True,medium,email,recycling centre query case from shared mailbox,medium
highways,footway_defect,Basildon,7,case_portal,168,False,False,False,8,2,False,high,web,minor pothole report; previous contact history needs review,low
adult_social_care,carer_support,Chelmsford,2,contact_centre,8,True,False,True,3,4,False,medium,phone,safeguarding concern; officer should check supporting evidence,high
children_services,early_help,Epping Forest,11,web_form,48,False,False,False,10,0,True,medium,web,resident in Epping Forest reports family crisis today,medium
highways,footway_defect,Harlow,3,contact_centre,120,False,False,False,4,5,False,high,phone,drain blocked after rain; officer should check supporting evidence,medium
council_tax,bill_query,Epping Forest,2,web_form,120,False,False,False,5,0,False,medium,web,bill query case from web form; resident asks for reasonable adjustment; linked case may exist,low
adult_social_care,care_package_breakdown,Epping Forest,12,shared_mailbox,8,False,False,False,4,4,False,medium,email,resident in Epping Forest reports care package failing,high
adult_social_care,safeguarding_adult,Tendring,4,case_portal,24,False,False,False,6,1,False,high,in_person,care charge question; previous contact history needs review; linked case may exist,high
waste,recycling_centre_query,Rochford,3,web_form,168,False,False,False,10,0,False,low,web,resident in Rochford reports container request,low
waste,garden_waste,Tendring,12,web_form,8,False,False,False,7,0,False,high,web,garden waste case from web form,low
council_tax,single_person_discount,Braintree,11,shared_mailbox,120,False,True,False,9,0,True,medium,email,moving home notification; officer should check supporting evidence,low
council_tax,move_in_or_move_out,Tendring,10,web_form,120,False,False,False,4,5,False,high,web,bill dispute repeated; previous contact history needs review,low
highways,flooding_or_drainage,Tendring,3,shared_mailbox,504,False,False,False,9,0,False,high,email,resident in Tendring reports minor pothole report; resident asks for reasonable adjustment,low
benefits,housing_benefit_query,Uttlesford,10,web_form,168,False,False,False,10,1,False,low,web,appeal deadline approaching; previous contact history needs review; resident asks for reasonable adjustment,low
council_tax,recovery_or_summons,Braintree,2,contact_centre,72,False,False,False,3,1,True,high,phone,payment plan needed; officer should check supporting evidence; linked case may exist,high
waste,missed_collection,Castle Point,7,web_form,8,False,False,False,9,7,False,medium,web,resident in Castle Point reports clinical waste not collected,high
children_services,safeguarding_child,Maldon,3,contact_centre,24,False,False,False,0,0,True,medium,phone,resident in Maldon reports school admission query; linked case may exist,high
benefits,housing_benefit_query,Castle Point,1,web_form,120,False,False,False,3,1,False,medium,web,housing benefit query case from web form; linked case may exist,low
council_tax,discount_or_exemption,Maldon,1,contact_centre,120,False,False,False,6,0,False,medium,phone,resident in Maldon reports moving home notification,low
adult_social_care,financial_assessment,Braintree,11,shared_mailbox,120,False,False,False,8,4,False,medium,email,assessment overdue; previous contact history needs review,medium
housing,damp_mould_or_disrepair,Chelmsford,3,contact_centre,72,False,False,False,13,2,False,medium,phone,damp mould or disrepair case from contact centre,medium
housing,temporary_accommodation,Brentwood,8,shared_mailbox,168,False,False,False,7,1,False,low,email,temporary accommodation case from shared mailbox,low
highways,pothole_or_carriageway,Uttlesford,10,web_form,120,False,False,False,3,0,False,low,web,large pothole reported twice; previous contact history needs review,low
children_services,safeguarding_child,Braintree,4,web_form,4,False,False,True,0,2,False,medium,web,resident in Braintree reports family needs early help; linked case may exist,medium
children_services,school_transport,Basildon,10,case_portal,48,False,False,True,5,3,False,high,in_person,school transport issue; previous contact history needs review,high
adult_social_care,care_package_breakdown,Tendring,7,web_form,24,False,False,False,12,3,True,high,web,care package breakdown case from web form,high
adult_social_care,safeguarding_adult,Harlow,5,contact_centre,48,False,False,False,1,4,True,high,phone,resident left without support; previous contact history needs review,high
housing,routine_repair_update,Rochford,5,web_form,8,False,True,False,8,6,True,low,web,unsafe electrics; officer should check supporting evidence,high
highways,footway_defect,Rochford,12,contact_centre,120,False,False,False,9,0,False,low,phone,resident in Rochford reports drain blocked after rain,low
children_services,school_transport,Brentwood,4,contact_centre,24,False,False,False,4,6,True,low,phone,safeguarding concern for child; officer should check supporting evidence,high
children_services,school_transport,Epping Forest,10,case_portal,8,False,False,True,6,4,True,medium,web,resident in Epping Forest reports risk of harm; resident asks for reasonable adjustment,high
waste,assisted_collection,Basildon,9,web_form,240,False,False,False,1,2,False,medium,web,recycling centre opening times; previous contact history needs review,low
benefits,discretionary_payment,Maldon,3,contact_centre,48,True,False,False,8,6,True,medium,phone,eviction risk; officer should check supporting evidence,high
highways,permit_or_roadworks,Epping Forest,7,web_form,504,False,False,False,13,0,False,medium,web,request for inspection update; previous contact history needs review,low
housing,no_heating_or_hot_water,Colchester,1,case_portal,4,False,False,False,10,4,False,medium,web,no heating; officer should check supporting evidence,high
waste,missed_collection,Maldon,8,web_form,48,False,False,False,10,1,True,medium,web,bin collection dispute; previous contact history needs review; resident asks for reasonable adjustment; linked case may exist,medium
highways,flooding_or_drainage,Maldon,8,contact_centre,168,True,False,False,6,1,False,medium,phone,minor pothole report; officer should check supporting evidence; resident asks for reasonable adjustment; linked case may exist,low
benefits,housing_benefit_query,Rochford,9,contact_centre,120,False,False,False,7,1,False,low,phone,benefit calculation query; officer should check supporting evidence; linked case may exist,low
benefits,cost_of_living_support,Chelmsford,2,case_portal,8,False,False,False,3,2,False,medium,web,no money for food; officer should check supporting evidence; resident asks for reasonable adjustment,low
children_services,safeguarding_child,Tendring,6,contact_centre,4,False,False,False,6,1,False,medium,phone,general family support question; officer should check supporting evidence,high
benefits,discretionary_payment,Tendring,1,web_form,48,False,True,True,5,6,True,high,web,discretionary payment case from web form,high
council_tax,direct_debit,Harlow,2,web_form,168,False,False,False,6,3,False,high,web,direct debit case from web form,low
housing,neighbourhood_nuisance,Tendring,10,contact_centre,240,False,False,False,10,1,True,high,phone,resident in Tendring reports routine repair question,high
children_services,school_admission,Chelmsford,12,contact_centre,48,False,False,False,5,0,False,medium,phone,resident in Chelmsford reports SEND support delayed,medium
housing,homelessness_prevention,Colchester,2,shared_mailbox,120,False,False,False,2,2,True,medium,email,resident in Colchester reports repair delay; linked case may exist,medium
highways,flooding_or_drainage,Chelmsford,6,web_form,24,False,False,True,4,2,False,medium,web,blocked emergency access; previous contact history needs review; resident asks for reasonable adjustment; linked case may exist,medium
housing,homelessness_prevention,Chelmsford,11,contact_centre,4,False,True,False,13,1,True,medium,phone,homelessness; officer should check supporting evidence,high
adult_social_care,care_package_breakdown,Braintree,5,case_portal,72,False,False,True,0,6,False,medium,in_person,mobility worsening; previous contact history needs review,high
benefits,evidence_request,Epping Forest,12,contact_centre,48,False,False,True,1,2,False,medium,phone,payment delayed; officer should check supporting evidence,low
housing,neighbourhood_nuisance,Uttlesford,7,web_form,72,False,False,False,6,0,False,low,web,neighbourhood nuisance case from web form; resident asks for reasonable adjustment,low
adult_social_care,financial_assessment,Harlow,2,shared_mailbox,48,False,False,False,12,2,False,high,email,financial assessment case from shared mailbox,medium
housing,no_heating_or_hot_water,Epping Forest,8,contact_centre,504,False,False,False,7,0,False,medium,phone,resident in Epping Forest reports routine repair question,medium
benefits,cost_of_living_support,Castle Point,3,web_form,336,False,False,False,4,1,False,medium,web,resident in Castle Point reports change of circumstances form,low
benefits,housing_benefit_query,Tendring,6,contact_centre,4,True,False,False,7,2,False,high,phone,resident in Tendring reports no money for food; linked case may exist,medium
waste,recycling_centre_query,Colchester,4,shared_mailbox,72,False,False,False,2,0,False,medium,email,missed collection repeated; officer should check supporting evidence; resident asks for reasonable adjustment,low
housing,no_heating_or_hot_water,Castle Point,2,case_portal,168,False,True,False,9,2,True,medium,in_person,mould recurring; officer should check supporting evidence,high
adult_social_care,assessment_waiting_list,Basildon,7,shared_mailbox,120,False,False,False,2,1,False,high,email,resident in Basildon reports information about support options,low
waste,missed_collection,Colchester,12,case_portal,120,False,False,False,2,3,False,high,web,bin collection dispute; previous contact history needs review; resident asks for reasonable adjustment; linked case may exist,low
children_services,school_admission,Uttlesford,1,contact_centre,168,False,False,False,7,0,False,low,phone,school admission query; previous contact history needs review,low
highways,footway_defect,Rochford,10,web_form,240,False,False,False,4,4,False,low,web,minor pothole report; previous contact history needs review,low
highways,permit_or_roadworks,Tendring,4,web_form,48,False,False,False,3,4,False,high,web,resident in Tendring reports drain blocked after rain,low
children_services,adoption_or_fostering,Uttlesford,6,shared_mailbox,72,False,False,False,3,4,True,low,email,adoption or fostering case from shared mailbox,medium
adult_social_care,financial_assessment,Tendring,7,shared_mailbox,168,False,False,False,4,1,True,high,email,carer is struggling; officer should check supporting evidence; resident asks for reasonable adjustment,medium
adult_social_care,care_package_breakdown,Harlow,10,contact_centre,72,True,False,False,10,2,False,medium,phone,resident in Harlow reports mobility worsening,high
benefits,evidence_request,Maldon,10,teams_referral,48,False,True,False,7,6,True,high,in_person,no money for food; previous contact history needs review,high
council_tax,single_person_discount,Colchester,6,shared_mailbox,24,False,False,False,11,5,False,medium,email,vulnerable household debt; previous contact history needs review; linked case may exist,medium
children_services,safeguarding_child,Rochford,6,case_portal,8,False,True,False,3,0,True,low,web,safeguarding child case from case portal,high
highways,permit_or_roadworks,Castle Point,2,case_portal,168,False,False,False,3,1,False,medium,web,request for inspection update; officer should check supporting evidence,low
benefits,signposting_to_district,Basildon,7,web_form,24,False,False,False,5,5,True,high,web,resident in Basildon reports urgent cost of living support,high
adult_social_care,care_package_breakdown,Chelmsford,8,contact_centre,168,False,False,False,9,1,False,medium,phone,information about support options; previous contact history needs review,medium
waste,garden_waste,Epping Forest,6,contact_centre,48,False,False,False,6,3,False,medium,phone,resident in Epping Forest reports bin collection dispute,medium
