case_id,service_type,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
CASE-01197,adult_social_care,3,0,False,low,phone,urgent care support appears to be failing,medium
CASE-01198,housing,0,1,False,low,web,missed appointment causing inconvenience,low
CASE-01199,adult_social_care,6,1,False,high,web,general enquiry about service times,medium
CASE-01200,children_services,11,0,False,low,web,missed appointment causing inconvenience,low
CASE-01201,children_services,9,3,False,low,web,routine form completion question,medium
CASE-01202,housing,9,3,False,low,phone,minor issue reported online,medium
CASE-01203,council_tax,5,1,True,medium,phone,risk of homelessness within days,high
CASE-01204,waste,7,3,False,medium,web,risk of homelessness within days,medium
CASE-01205,children_services,6,0,False,medium,web,general enquiry about service times,low
CASE-01206,highways,15,2,True,low,phone,request for update when possible,medium
CASE-01207,waste,4,2,False,low,email,minor issue reported online,low
CASE-01208,children_services,0,1,True,medium,web,routine form completion question,medium
CASE-01209,highways,0,1,False,medium,phone,repeat contact and resident is frustrated,low
CASE-01210,housing,6,3,False,low,phone,routine form completion question,medium
CASE-01211,housing,8,1,True,medium,phone,unsafe road defect near school entrance,high
CASE-01212,highways,11,4,False,low,web,urgent care support appears to be failing,high
CASE-01213,adult_social_care,8,3,False,medium,phone,missed appointment causing inconvenience,medium
CASE-01214,council_tax,0,4,False,low,phone,no heating and vulnerable resident affected,medium
CASE-01215,adult_social_care,8,0,True,low,phone,no heating and vulnerable resident affected,high
CASE-01216,benefits,4,1,True,medium,web,repair delay affecting daily routine,low
CASE-01217,children_services,0,3,False,high,phone,missed appointment causing inconvenience,medium
CASE-01218,adult_social_care,10,1,True,low,phone,routine form completion question,high
CASE-01219,children_services,11,2,False,medium,email,general enquiry about service times,medium
CASE-01220,adult_social_care,3,4,True,low,web,no heating and vulnerable resident affected,high
CASE-01221,children_services,2,3,False,low,phone,routine form completion question,medium
CASE-01222,highways,9,2,False,medium,email,safeguarding concern raised by family member,medium
CASE-01223,children_services,1,0,False,medium,web,routine form completion question,low
CASE-01224,adult_social_care,6,1,True,medium,phone,urgent care support appears to be failing,high
CASE-01225,adult_social_care,4,0,False,medium,phone,minor issue reported online,low
CASE-01226,highways,4,2,False,low,web,payment query needs resolution this week,low
CASE-01227,council_tax,9,1,False,low,phone,payment query needs resolution this week,low
CASE-01228,waste,6,2,False,medium,web,request for update when possible,low
CASE-01229,adult_social_care,0,0,False,low,phone,general enquiry about service times,low
CASE-01230,highways,8,0,False,medium,web,unsafe road defect near school entrance,medium
CASE-01231,adult_social_care,9,2,False,high,web,no heating and vulnerable resident affected,high
CASE-01232,children_services,3,0,False,low,web,request for update when possible,low
CASE-01233,waste,5,3,True,low,web,general enquiry about service times,medium
CASE-01234,waste,4,5,True,low,web,general enquiry about service times,medium
CASE-01235,children_services,0,2,True,high,web,missed appointment causing inconvenience,medium
CASE-01236,council_tax,7,0,True,medium,web,safeguarding concern raised by family member,high
CASE-01237,highways,3,0,False,low,phone,repair delay affecting daily routine,low
CASE-01238,benefits,10,2,False,high,web,risk of homelessness within days,medium
CASE-01239,benefits,0,3,True,high,web,repair delay affecting daily routine,medium
CASE-01240,children_services,10,1,True,low,email,payment query needs resolution this week,high
CASE-01241,benefits,0,2,False,low,web,general enquiry about service times,low
CASE-01242,waste,0,2,False,low,email,routine form completion question,low
CASE-01243,children_services,0,4,True,medium,web,unsafe road defect near school entrance,high
CASE-01244,waste,6,1,False,high,email,repeat contact and resident is frustrated,low
CASE-01245,children_services,3,2,False,low,web,missed appointment causing inconvenience,low
CASE-01246,benefits,3,0,False,low,in_person,unsafe road defect near school entrance,medium
CASE-01247,adult_social_care,5,2,False,low,email,general enquiry about service times,low
CASE-01248,children_services,5,0,True,low,phone,risk of homelessness within days,high
CASE-01249,housing,2,3,False,medium,email,repeat contact and resident is frustrated,low
CASE-01250,highways,0,0,False,high,email,risk of homelessness within days,medium
CASE-01251,benefits,4,2,True,low,phone,unsafe road defect near school entrance,high
CASE-01252,housing,0,3,False,high,phone,request for update when possible,medium
CASE-01253,waste,5,1,True,low,phone,risk of homelessness within days,high
CASE-01254,waste,7,4,False,medium,web,repeat contact and resident is frustrated,low
CASE-01255,waste,2,0,False,medium,phone,payment query needs resolution this week,low
CASE-01256,housing,9,1,False,medium,phone,risk of homelessness within days,medium
CASE-01257,children_services,1,1,False,high,in_person,payment query needs resolution this week,medium
CASE-01258,housing,4,1,True,high,phone,routine form completion question,medium
CASE-01259,waste,1,0,False,high,phone,minor issue reported online,low
CASE-01260,children_services,5,2,False,low,web,minor issue reported online,low
CASE-01261,housing,11,1,False,low,web,request for update when possible,low
CASE-01262,waste,6,1,False,medium,phone,urgent care support appears to be failing,medium
CASE-01263,housing,11,1,True,medium,email,general enquiry about service times,medium
CASE-01264,council_tax,13,1,False,low,in_person,general enquiry about service times,low
CASE-01265,waste,0,3,False,medium,phone,repeat contact and resident is frustrated,low
CASE-01266,waste,0,5,True,low,phone,general enquiry about service times,medium
CASE-01267,adult_social_care,4,1,False,medium,web,minor issue reported online,low
CASE-01268,adult_social_care,5,1,True,low,web,payment query needs resolution this week,medium
CASE-01269,highways,1,2,False,low,email,routine form completion question,low
CASE-01270,council_tax,3,1,True,medium,phone,risk of homelessness within days,high
CASE-01271,highways,1,3,True,high,phone,urgent care support appears to be failing,high
CASE-01272,highways,4,1,False,high,email,routine form completion question,low
CASE-01273,waste,0,0,False,low,web,urgent care support appears to be failing,low
CASE-01274,children_services,0,3,True,medium,web,routine form completion question,high
CASE-01275,highways,11,1,False,high,email,routine form completion question,low
CASE-01276,waste,10,2,False,high,web,safeguarding concern raised by family member,medium
CASE-01277,housing,2,1,False,high,web,payment query needs resolution this week,low
CASE-01278,council_tax,5,1,True,medium,phone,routine form completion question,medium
CASE-01279,highways,0,0,False,high,web,payment query needs resolution this week,low
CASE-01280,children_services,0,5,True,medium,phone,request for update when possible,high
CASE-01281,highways,1,0,True,medium,web,risk of homelessness within days,medium
CASE-01282,housing,2,4,False,high,email,general enquiry about service times,low
CASE-01283,council_tax,12,4,False,low,web,general enquiry about service times,medium
CASE-01284,benefits,4,2,False,low,phone,repair delay affecting daily routine,low
CASE-01285,children_services,0,3,False,medium,phone,general enquiry about service times,medium
CASE-01286,children_services,9,4,False,high,web,routine form completion question,medium
CASE-01287,adult_social_care,5,3,False,medium,web,risk of homelessness within days,high
CASE-01288,children_services,6,1,False,medium,email,repair delay affecting daily routine,low
CASE-01289,children_services,13,2,True,medium,phone,minor issue reported online,high
CASE-01290,waste,6,0,False,high,web,payment query needs resolution this week,low
CASE-01291,adult_social_care,3,1,True,low,phone,payment query needs resolution this week,medium
CASE-01292,adult_social_care,10,2,False,medium,phone,payment query needs resolution this week,medium
CASE-01293,waste,0,4,False,medium,phone,request for update when possible,low
CASE-01294,adult_social_care,5,2,True,medium,web,general enquiry about service times,medium
CASE-01295,children_services,10,3,False,medium,web,repair delay affecting daily routine,medium
CASE-01296,highways,1,2,False,medium,email,no heating and vulnerable resident affected,low
CASE-01297,benefits,4,1,False,medium,web,payment query needs resolution this week,low
CASE-01298,benefits,0,1,False,medium,phone,safeguarding concern raised by family member,medium
CASE-01299,housing,5,1,True,low,email,general enquiry about service times,medium
CASE-01300,housing,0,2,False,low,phone,repair delay affecting daily routine,low
CASE-01301,benefits,4,5,False,medium,phone,payment query needs resolution this week,low
CASE-01302,highways,0,2,False,medium,web,repair delay affecting daily routine,low
CASE-01303,highways,1,2,False,medium,phone,request for update when possible,low
CASE-01304,highways,10,2,False,medium,web,repair delay affecting daily routine,low
CASE-01305,children_services,2,2,False,high,email,minor issue reported online,low
CASE-01306,benefits,4,3,False,high,web,repair delay affecting daily routine,low
CASE-01307,children_services,8,0,False,low,phone,payment query needs resolution this week,medium
CASE-01308,highways,9,1,True,high,email,unsafe road defect near school entrance,high
CASE-01309,highways,1,1,False,high,web,unsafe road defect near school entrance,medium
CASE-01310,adult_social_care,7,3,False,low,phone,minor issue reported online,medium
CASE-01311,highways,1,1,True,medium,email,unsafe road defect near school entrance,medium
CASE-01312,adult_social_care,8,3,True,high,phone,risk of homelessness within days,high
CASE-01313,council_tax,1,1,False,low,phone,minor issue reported online,low
CASE-01314,highways,2,0,True,medium,web,safeguarding concern raised by family member,medium
CASE-01315,benefits,7,0,False,medium,email,minor issue reported online,low
CASE-01316,adult_social_care,6,0,False,high,phone,minor issue reported online,medium
CASE-01317,waste,3,1,False,medium,web,unsafe road defect near school entrance,low
CASE-01318,council_tax,7,0,False,medium,web,no heating and vulnerable resident affected,medium
CASE-01319,housing,9,2,False,low,phone,payment query needs resolution this week,low
CASE-01320,highways,5,3,False,medium,in_person,missed appointment causing inconvenience,medium
CASE-01321,children_services,0,2,False,low,web,repair delay affecting daily routine,low
CASE-01322,council_tax,6,1,True,low,phone,payment query needs resolution this week,medium
CASE-01323,waste,5,0,False,low,web,request for update when possible,low
CASE-01324,children_services,4,2,False,medium,email,repair delay affecting daily routine,low
CASE-01325,council_tax,5,0,False,low,web,repeat contact and resident is frustrated,low
CASE-01326,benefits,2,0,False,high,email,missed appointment causing inconvenience,low
CASE-01327,waste,11,1,False,low,email,no heating and vulnerable resident affected,medium
CASE-01328,waste,1,4,True,high,web,safeguarding concern raised by family member,high
CASE-01329,waste,9,0,False,medium,phone,request for update when possible,low
CASE-01330,waste,4,1,False,high,web,general enquiry about service times,low
CASE-01331,highways,5,2,False,medium,web,no heating and vulnerable resident affected,medium
CASE-01332,highways,4,1,False,high,web,no heating and vulnerable resident affected,medium
CASE-01333,children_services,8,2,False,medium,web,request for update when possible,low
CASE-01334,housing,4,0,True,medium,email,minor issue reported online,medium
CASE-01335,waste,7,1,False,low,email,repair delay affecting daily routine,low
CASE-01336,housing,9,0,False,low,web,minor issue reported online,low
CASE-01337,housing,5,1,False,high,email,routine form completion question,low
CASE-01338,council_tax,4,0,False,low,email,general enquiry about service times,low
CASE-01339,waste,8,1,False,high,email,routine form completion question,low
CASE-01340,highways,2,3,True,medium,phone,missed appointment causing inconvenience,medium
CASE-01341,benefits,5,5,True,low,web,safeguarding concern raised by family member,high
CASE-01342,council_tax,6,1,False,high,phone,repair delay affecting daily routine,low
CASE-01343,adult_social_care,8,1,False,high,phone,repeat contact and resident is frustrated,medium
CASE-01344,adult_social_care,10,2,True,high,web,risk of homelessness within days,high
CASE-01345,highways,9,4,True,high,phone,unsafe road defect near school entrance,high
CASE-01346,benefits,4,1,False,high,web,risk of homelessness within days,medium
CASE-01347,waste,2,3,False,low,web,missed appointment causing inconvenience,low
CASE-01348,waste,9,0,False,medium,web,routine form completion question,low
CASE-01349,housing,8,6,False,high,phone,request for update when possible,medium
CASE-01350,adult_social_care,11,1,False,medium,web,urgent care support appears to be failing,high
CASE-01351,benefits,1,5,True,low,web,missed appointment causing inconvenience,medium
CASE-01352,benefits,4,1,False,low,in_person,routine form completion question,low
CASE-01353,waste,11,2,False,low,web,repair delay affecting daily routine,low
CASE-01354,council_tax,12,5,False,low,web,request for update when possible,medium
CASE-01355,children_services,3,6,False,medium,phone,minor issue reported online,medium
CASE-01356,highways,6,1,True,medium,phone,safeguarding concern raised by family member,high
CASE-01357,children_services,0,2,False,high,phone,routine form completion question,medium
CASE-01358,housing,4,2,False,low,email,repair delay affecting daily routine,low
CASE-01359,housing,8,4,False,medium,email,payment query needs resolution this week,medium
CASE-01360,adult_social_care,7,0,False,medium,in_person,safeguarding concern raised by family member,high
CASE-01361,council_tax,3,3,False,low,email,unsafe road defect near school entrance,medium
CASE-01362,council_tax,5,1,False,high,in_person,general enquiry about service times,low
CASE-01363,waste,0,2,False,low,email,payment query needs resolution this week,low
CASE-01364,children_services,1,1,False,medium,phone,repeat contact and resident is frustrated,low
CASE-01365,housing,0,1,False,medium,email,repeat contact and resident is frustrated,low
CASE-01366,children_services,1,2,False,high,web,routine form completion question,low
CASE-01367,housing,2,0,True,low,web,minor issue reported online,medium
CASE-01368,council_tax,2,6,False,low,web,routine form completion question,low
CASE-01369,council_tax,6,3,False,medium,web,minor issue reported online,low
CASE-01370,adult_social_care,11,4,False,low,phone,missed appointment causing inconvenience,high
CASE-01371,highways,2,3,True,medium,web,risk of homelessness within days,high
CASE-01372,children_services,2,1,False,low,web,request for update when possible,low
CASE-01373,benefits,5,2,False,medium,phone,general enquiry about service times,low
CASE-01374,council_tax,0,1,False,medium,phone,routine form completion question,low
CASE-01375,council_tax,3,4,False,low,in_person,general enquiry about service times,low
CASE-01376,adult_social_care,10,1,False,medium,email,safeguarding concern raised by family member,high
CASE-01377,waste,7,1,False,low,phone,risk of homelessness within days,medium
CASE-01378,benefits,5,0,True,medium,web,payment query needs resolution this week,medium
CASE-01379,council_tax,6,1,False,medium,email,minor issue reported online,low
CASE-01380,council_tax,0,4,True,high,web,urgent care support appears to be failing,high
CASE-01381,benefits,0,4,False,medium,phone,missed appointment causing inconvenience,low
CASE-01382,benefits,1,2,False,medium,phone,request for update when possible,low
CASE-01383,benefits,0,4,False,low,web,unsafe road defect near school entrance,medium
CASE-01384,council_tax,5,2,True,medium,email,risk of homelessness within days,high
CASE-01385,council_tax,0,1,False,high,web,repair delay affecting daily routine,low
CASE-01386,benefits,1,3,True,medium,email,risk of homelessness within days,high
CASE-01387,council_tax,6,6,True,high,web,unsafe road defect near school entrance,high
CASE-01388,waste,0,5,False,medium,web,missed appointment causing inconvenience,low
CASE-01389,adult_social_care,2,1,True,medium,web,no heating and vulnerable resident affected,high
CASE-01390,children_services,0,1,True,high,web,repeat contact and resident is frustrated,medium
CASE-01391,benefits,2,1,True,medium,web,urgent care support appears to be failing,medium
CASE-01392,benefits,11,1,True,high,email,payment query needs resolution this week,medium
CASE-01393,children_services,5,0,True,low,phone,unsafe road defect near school entrance,high
CASE-01394,housing,4,0,False,medium,email,missed appointment causing inconvenience,low
CASE-01395,highways,1,5,False,medium,web,repair delay affecting daily routine,low
CASE-01396,adult_social_care,3,4,True,low,web,routine form completion question,high
CASE-01397,council_tax,8,4,False,medium,web,payment query needs resolution this week,low
CASE-01398,council_tax,7,1,True,medium,web,risk of homelessness within days,high
CASE-01399,waste,0,0,True,low,in_person,repeat contact and resident is frustrated,medium
CASE-01400,housing,2,0,True,high,phone,unsafe road defect near school entrance,high
CASE-01401,benefits,2,6,True,medium,email,urgent care support appears to be failing,high
CASE-01402,adult_social_care,7,3,False,low,web,missed appointment causing inconvenience,medium
CASE-01403,council_tax,0,3,False,medium,web,general enquiry about service times,low
CASE-01404,housing,5,3,False,high,web,routine form completion question,medium
CASE-01405,highways,8,1,False,medium,web,urgent care support appears to be failing,medium
CASE-01406,council_tax,9,5,False,medium,email,general enquiry about service times,low
CASE-01407,waste,7,4,False,low,web,repeat contact and resident is frustrated,low
CASE-01408,waste,11,3,True,low,web,general enquiry about service times,high
CASE-01409,highways,11,3,True,medium,web,minor issue reported online,high
CASE-01410,housing,3,4,False,low,web,safeguarding concern raised by family member,medium
CASE-01411,housing,6,0,False,low,email,safeguarding concern raised by family member,medium
CASE-01412,highways,12,0,False,medium,web,safeguarding concern raised by family member,medium
CASE-01413,council_tax,8,2,False,high,email,request for update when possible,low
CASE-01414,housing,3,0,False,low,web,request for update when possible,low
CASE-01415,council_tax,7,4,False,medium,phone,minor issue reported online,low
CASE-01416,waste,6,0,False,medium,phone,general enquiry about service times,low
CASE-01417,housing,6,0,False,medium,phone,no heating and vulnerable resident affected,medium
CASE-01418,housing,5,4,True,medium,phone,routine form completion question,high
CASE-01419,council_tax,4,2,True,medium,phone,unsafe road defect near school entrance,high
CASE-01420,highways,16,0,False,high,in_person,unsafe road defect near school entrance,high
CASE-01421,waste,0,0,False,medium,web,minor issue reported online,low
CASE-01422,waste,6,1,False,medium,web,minor issue reported online,low
CASE-01423,council_tax,5,3,False,low,web,urgent care support appears to be failing,medium
CASE-01424,waste,7,3,False,medium,phone,request for update when possible,medium
CASE-01425,benefits,8,1,False,medium,web,request for update when possible,low
CASE-01426,benefits,0,5,False,low,web,missed appointment causing inconvenience,low
CASE-01427,council_tax,1,3,False,high,web,request for update when possible,low
CASE-01428,adult_social_care,0,2,False,medium,email,repeat contact and resident is frustrated,low
CASE-01429,children_services,12,0,True,low,web,safeguarding concern raised by family member,high
CASE-01430,highways,1,1,False,high,phone,risk of homelessness within days,medium
CASE-01431,adult_social_care,0,0,False,low,web,payment query needs resolution this week,low
CASE-01432,benefits,1,3,False,low,email,general enquiry about service times,low
CASE-01433,adult_social_care,12,0,False,medium,phone,repair delay affecting daily routine,medium
CASE-01434,benefits,7,1,False,low,phone,repair delay affecting daily routine,low
CASE-01435,housing,7,0,False,medium,web,safeguarding concern raised by family member,medium
CASE-01436,highways,7,3,False,high,web,risk of homelessness within days,high
CASE-01437,adult_social_care,0,1,False,high,web,request for update when possible,low
CASE-01438,council_tax,4,1,False,medium,web,payment query needs resolution this week,low
CASE-01439,highways,10,0,False,medium,web,routine form completion question,low
CASE-01440,housing,4,1,False,medium,web,payment query needs resolution this week,low
CASE-01441,highways,4,1,True,low,web,minor issue reported online,low
CASE-01442,housing,7,0,True,high,web,urgent care support appears to be failing,high
CASE-01443,children_services,3,0,True,low,email,routine form completion question,medium
CASE-01444,highways,0,0,False,low,phone,general enquiry about service times,low
CASE-01445,council_tax,5,0,False,low,web,request for update when possible,low
CASE-01446,adult_social_care,2,2,False,medium,phone,repeat contact and resident is frustrated,low
CASE-01447,benefits,5,0,True,medium,in_person,repeat contact and resident is frustrated,medium
CASE-01448,children_services,7,6,False,low,phone,payment query needs resolution this week,medium
CASE-01449,highways,3,1,True,low,email,safeguarding concern raised by family member,medium
CASE-01450,housing,7,5,False,low,email,routine form completion question,low
CASE-01451,highways,1,5,False,medium,web,minor issue reported online,low
CASE-01452,council_tax,9,1,False,low,phone,missed appointment causing inconvenience,low
CASE-01453,adult_social_care,0,1,True,high,email,risk of homelessness within days,high
CASE-01454,adult_social_care,5,1,False,high,email,payment query needs resolution this week,medium
CASE-01455,council_tax,0,1,True,high,web,no heating and vulnerable resident affected,high
CASE-01456,adult_social_care,7,0,False,medium,web,urgent care support appears to be failing,medium
CASE-01457,adult_social_care,0,3,False,low,in_person,general enquiry about service times,medium
CASE-01458,highways,8,2,False,low,phone,missed appointment causing inconvenience,low
CASE-01459,housing,3,2,False,medium,phone,repair delay affecting daily routine,low
CASE-01460,highways,7,4,False,medium,in_person,routine form completion question,medium
CASE-01461,adult_social_care,5,1,True,low,email,urgent care support appears to be failing,high
CASE-01462,children_services,13,0,False,low,web,missed appointment causing inconvenience,medium
CASE-01463,benefits,0,4,True,low,phone,minor issue reported online,medium
CASE-01464,waste,5,5,False,high,phone,routine form completion question,medium
CASE-01465,children_services,0,3,False,medium,web,minor issue reported online,medium
CASE-01466,waste,10,3,False,high,phone,request for update when possible,medium
CASE-01467,council_tax,2,5,True,low,email,missed appointment causing inconvenience,medium
CASE-01468,waste,2,4,False,low,web,general enquiry about service times,low
CASE-01469,children_services,7,1,False,medium,web,routine form completion question,low
CASE-01470,housing,0,2,False,low,phone,request for update when possible,low
CASE-01471,housing,1,4,True,low,phone,repair delay affecting daily routine,high
CASE-01472,highways,3,3,False,medium,web,repeat contact and resident is frustrated,low
CASE-01473,housing,0,3,False,low,web,request for update when possible,low
CASE-01474,highways,5,1,False,medium,email,repeat contact and resident is frustrated,low
CASE-01475,council_tax,3,3,False,low,web,repair delay affecting daily routine,low
CASE-01476,housing,4,2,False,low,email,general enquiry about service times,low
CASE-01477,adult_social_care,3,0,False,medium,web,repair delay affecting daily routine,low
CASE-01478,council_tax,8,1,False,low,web,request for update when possible,low
CASE-01479,housing,8,0,False,high,web,general enquiry about service times,low
CASE-01480,council_tax,1,1,False,medium,web,urgent care support appears to be failing,low
CASE-01481,adult_social_care,7,1,False,low,phone,payment query needs resolution this week,medium
CASE-01482,housing,7,4,True,medium,email,minor issue reported online,high
CASE-01483,council_tax,3,2,True,medium,web,safeguarding concern raised by family member,medium
CASE-01484,highways,9,4,True,high,web,unsafe road defect near school entrance,high
CASE-01485,waste,0,0,False,low,in_person,safeguarding concern raised by family member,medium
CASE-01486,housing,5,4,False,medium,email,no heating and vulnerable resident affected,high
CASE-01487,waste,8,6,False,medium,in_person,repair delay affecting daily routine,medium
CASE-01488,waste,7,1,False,low,web,routine form completion question,low
CASE-01489,children_services,0,0,False,high,email,safeguarding concern raised by family member,medium
CASE-01490,council_tax,0,4,True,medium,phone,routine form completion question,medium
CASE-01491,council_tax,4,0,True,medium,email,general enquiry about service times,low
CASE-01492,children_services,4,3,False,medium,web,minor issue reported online,medium
CASE-01493,adult_social_care,10,1,True,high,email,routine form completion question,high
CASE-01494,council_tax,5,0,False,medium,phone,payment query needs resolution this week,low
CASE-01495,highways,2,1,False,medium,web,routine form completion question,low
CASE-01496,highways,4,0,False,medium,email,payment query needs resolution this week,low
CASE-01497,waste,10,1,True,medium,phone,repeat contact and resident is frustrated,medium
CASE-01498,children_services,11,0,False,low,phone,missed appointment causing inconvenience,medium
CASE-01499,children_services,8,3,True,low,phone,no heating and vulnerable resident affected,high
CASE-01500,benefits,7,0,False,low,phone,general enquiry about service times,low
